X1,X2,Y
5.71205094922489,4.420663342784308,0
4.658783116325566,6.3120365067494255,1
4.21152812469815,4.93415966568884,0
5.44026639166873,5.688971856326942,0
5.109972542696482,7.006561126977664,1
5.354020332199238,4.96448697472186,0
4.026657786768935,5.818348102346405,1
4.242149400496092,6.015997840123249,1
6.711425997011576,6.4353870862526215,1
6.983488054493826,5.077888028027874,1
5.893368707681691,6.288554738453981,1
5.413405276424497,5.717576932588283,0
4.443719938780728,5.27216396573844,0
5.193464233819872,4.503255062135091,0
5.124712953768216,4.677205194391704,0
4.7216325384069915,5.036786258630711,0
5.628775826538295,5.186494348773075,0
4.181287395553419,5.1627022111958984,0
3.6954587891030135,5.5397352373427955,1
4.5993557979400235,3.8629384617908755,1
4.646428473338572,4.969341135063216,0
3.9144765364320584,5.3632097610029685,1
6.6994589306216294,6.282837224686698,1
4.547442333681792,5.393800127115828,0
4.140331700018259,5.225985486733755,0
4.82460725890921,4.566573743157842,0
6.003140362044931,6.078673551320406,1
5.751503476902856,3.1278163887331356,1
4.723353872723012,6.92453332001529,1
6.3370321440963355,4.756746076205584,1
5.061988450521778,3.9724843267821326,0
5.693118521503766,4.754639503149836,0
4.87827159133318,7.365768628840039,1
4.279411266634988,5.887162940307738,1
5.363564556806648,4.985247888195405,0
5.331198188011483,4.92463210189368,0
5.31301312898086,5.866520712168299,0
6.087713736524141,5.4388012630343905,1
5.740813800501762,4.19809495223998,0
4.11895290779843,5.29507995978624,0
5.523546018063799,5.8215173089989225,0
3.997437329289335,6.207348203245673,1
4.4562596095444915,5.675455343662505,0
5.177386719384599,5.983512729343165,0
4.921910200912624,4.47268775938024,0
5.076199587837237,4.4335540695350435,0
5.072148862392285,5.613151678424645,0
3.9310112165198676,4.4881186908731845,1
5.931545752773245,5.327532331182394,0
5.448509742512407,4.940468035295599,0
5.289430056702975,4.698507756053454,0
4.799637703993339,5.54566999509305,0
5.513082144466992,4.4535837197264065,0
7.075185406731782,3.5105902986689896,1
5.2970484291574556,5.871865217501627,0
5.131395367225915,5.434437185102232,0
6.863801062132504,3.2877260755287443,1
5.404584414448745,4.150990490093185,0
3.275949796461873,5.089901573272728,1
6.470473939296438,4.978442116376972,1
4.757312066363971,6.10694984600854,1
5.95332412811243,2.9787451798050295,1
5.749184600924197,4.324478521563312,0
6.489166426294245,5.221296575034621,1
4.436109759588745,3.4778204431768294,1
5.816593926547842,4.918052948173335,0
5.193421376470358,5.553438910956742,0
5.552524313157997,3.846906738195819,1
5.500069585028226,6.951103236540061,1
4.285254625843408,5.804346041638988,0
4.251472046660941,4.891875073519737,0
4.834670523482721,5.119113982598341,0
6.406176139494268,3.750303227205647,1
5.023504585885394,5.553776977863366,0
4.3588227465346145,6.538773941160005,1
5.318616015428612,6.397038729141535,1
4.949460310451228,4.635990043692892,0
4.025763666232685,4.929655122895897,0
3.4762892136907007,5.154870365348072,1
5.171964254715452,4.159850980706654,0
5.302010747034313,4.510338359758098,0
4.86632578967822,3.922596675290539,0
4.048479058768444,4.872869543924233,0
4.6552339857453555,5.528288145297394,0
4.371049025196953,5.268514822705061,0
5.669759991220714,4.425919581235388,0
5.26228661897317,5.219070209680385,0
7.203514556294529,4.701171542681616,1
5.8161272333600404,6.893534467596201,1
5.837566212450137,5.514144713389246,0
3.9250247340113065,6.448269125183978,1
5.863064860590624,3.948372140534788,1
4.070769974819939,5.190915320510191,0
7.0306036208388,3.8573687109772363,1
6.910759427277183,5.787964683137615,1
5.181672745323682,5.274492570746403,0
5.7577097291811645,4.363394987244287,0
3.5268835865343524,4.103419384698129,1
4.444645143786901,4.498082221147985,0
4.575533287136661,6.118854972135864,1
5.527046450954964,5.711112399364823,0
5.309663985894954,4.551151319647972,0
5.340752685129764,4.801925040376432,0
4.949950307590166,5.743952846164894,0
4.692133254083105,4.038115464360177,0
3.9286313285449106,4.951539497447617,0
6.176812450104929,4.475663897367544,1
4.666255229336432,4.854491639827492,0
2.880403017680586,2.8030782600115076,1
5.079842313008629,4.600035419303477,0
5.3862536891890525,5.822775373765373,0
5.299070529594377,6.076540643846122,1
4.295507074470239,6.73031551950634,1
5.2912053597430635,5.566533696353573,0
6.150035724719818,5.9919460223426775,1
6.346098325676261,5.626820481067724,1
4.892926665667462,4.757893314935281,0
5.995992970245752,5.955557932627455,1
3.184442307567914,4.089876154304858,1
4.7220406142183915,4.947834708370159,0
4.386602597845079,4.288236368687701,0
5.35376929399664,4.7244063662323175,0
5.675554085122381,3.1829727734098032,1
4.2725856182267385,4.754124659614421,0
4.885106135755954,6.265974917971162,1
4.621804737326653,4.944531233120557,0
6.382997248852925,4.9775391264885736,1
5.432874592049279,4.45943421229231,0
5.270835848826804,6.3919861934464075,1
5.211883386777701,5.704720624317109,0
5.6708259593192185,5.063383426591564,0
6.611722292455898,5.56673044181323,1
5.880640148646433,3.5274334480671703,1
5.889663415455283,6.1341571652425655,1
3.446657660568939,4.680702198179839,1
5.425530591397858,4.019275642499414,0
6.224574355126174,3.7188917248559576,1
4.133739945552664,4.644111613677166,0
5.108164255819282,4.410714310993782,0
7.547691702457717,4.961087675970886,1
6.431183752254563,5.592758446550668,1
4.103095829302488,3.275606921008167,1
6.381287767413007,5.068426558741883,1
5.875475504274324,3.289284675970471,1
3.78037430482623,4.276051083244496,1
4.09751722506285,5.7978708863196315,1
2.602496023861184,6.541029983277939,1
4.346796190010967,3.68003409747502,1
4.773367706323164,4.076169279823077,0
5.708474121054488,4.871487602578895,0
5.755413982398135,5.215268580969443,0
5.502810027757784,4.64557756066624,0
6.001555629245316,4.902578509602301,0
3.439851111114767,6.557397650649023,1
5.003759847795496,3.731005743926608,1
3.2652216924560653,5.271660784374024,1
5.288581322343208,4.4574204830932205,0
5.09911201694909,4.636910093562742,0
4.392016438829808,5.866452901845807,0
5.585599310929858,5.352800560108406,0
4.645491291930626,4.895238876932896,0
2.87637975090707,4.666497559566753,1
5.488360812855723,5.586838602114991,0
3.7191047286624435,5.324609805925254,1
6.984589903189887,4.881718114905987,1
6.7691005703125615,5.268200487963771,1
4.061847385906896,3.7609284374052074,1
5.2747788370521675,5.237349764509425,0
6.432706968426097,4.687348103908287,1
5.743687119792554,5.616712619670551,0
4.41906487160526,6.0627364666653065,1
5.779214565214241,4.897185705314986,0
4.388718325204238,5.102035112292331,0
4.702615428992396,6.638962314523427,1
5.336489021102192,6.057105434442278,1
5.725714153121955,5.916976283069236,1
4.724226271343695,5.500482900154372,0
4.57217389002798,6.498569955138537,1
5.718904921542898,4.833440422723092,0
4.8313008877824855,5.797876496421162,0
4.710904212342852,5.676977612665756,0
5.327063803882897,4.6470383098581785,0
4.811153652124258,5.211127080328405,0
4.465142736279736,4.97840215335335,0
6.021355658990055,6.709656094979874,1
4.509516408521319,4.625563399807219,0
4.872051057880367,4.630689380090538,0
6.5727427457558045,4.895348425152234,1
5.4784532945297,5.029580970975237,0
5.103749339970967,5.115432225684656,0
4.09684096300312,3.902721937580968,1
6.122267866057918,7.01184201914618,1
4.928690790368901,3.6806609133491466,1
5.399325436979576,5.668488169205806,0
5.502925517670632,4.36860122162148,0
5.35583899747282,3.7299365216137117,1
4.924738712762775,4.702941918242624,0
5.423814684038254,4.044316484409364,0
3.5634260632278814,5.210717052505656,1
5.9718668340412515,4.288096482707647,1
4.29574795291174,4.759517463241657,0
4.159350656019091,5.010685782511002,0
5.639632763193703,4.037971168094809,1
6.191655345871856,4.872634615883664,1
5.2645340683169985,5.5656583442738246,0
3.590568260077231,6.422985952772243,1
5.362018195670445,5.572592191043245,0
3.598026718499156,4.8990818000510865,1
4.264307214850748,4.036536217229428,1
4.5041669947868375,4.586720927581129,0
6.552807207866536,3.850701231325684,1
4.218894716374608,4.531982333662515,0
6.672626808454706,4.459200192350124,1
4.0019443412284605,5.191169912823205,0
4.606266833818438,4.358940225891846,0
6.054045091189313,4.019123123271017,1
4.780206504255483,5.200247960806925,0
3.40750684700599,5.292366538152841,1
5.75568884284869,5.010281457155328,0
4.094472359556329,6.676185425576461,1
4.782454519509524,7.637791210703863,1
5.170296895326288,3.2482940522079753,1
7.4814584228756535,6.385254876189206,1
5.657585892433178,5.200079881552394,0
2.4039376032208244,5.475674838116514,1
4.329286671684126,5.259717473678968,0
5.3125362924833865,5.454253185150362,0
5.4134509638251656,5.204451967348654,0
3.628162126883306,4.733582107357804,1
6.569548064582847,6.427731771067636,1
6.459927481585294,6.015405457812521,1
6.091259859221752,4.51097794172629,1
5.405453411570191,5.289091940980035,0
5.1211718053315405,5.298983935542046,0
5.469549426860787,5.492233109846561,0
5.139683274031294,4.776981018117524,0
5.047071635325711,5.394844209327204,0
5.710861471069478,4.1881649479252765,0
6.282933246874523,5.270337925739372,1
4.047196978419091,6.470996579505006,1
4.5259791098743145,4.943304283509071,0
4.238180544483941,6.661502128743765,1
5.952478345109122,5.988137582593309,1
4.796067133898749,4.817824588334266,0
5.028944498401123,7.104077366629305,1
5.4458525062610015,3.5896492423193305,1
3.413863696707045,4.527619124456236,1
6.641552189028805,3.561022165525757,1
4.639843429130972,4.541759610662507,0
4.656815966069463,5.487210134607845,0
3.804476258333029,4.408137026852751,1
6.529400674483931,5.205454853925979,1
4.486450905233843,3.9260789400762675,1
4.498731867248333,4.301871021031145,0
3.2969872258867623,5.393710599138665,1
4.799828149379324,4.518689760642726,0
4.316210177568992,6.057203331214129,1
7.039686037158919,4.341242916060078,1
5.859588413717416,4.363476495582651,0
5.704228225462174,5.523507967893809,0
4.665922634191903,5.002118364683486,0
6.731630195057207,4.294480155103833,1
4.427697649254841,6.105586962797162,1
3.972149441318094,4.415281788739212,1
5.759652532092963,4.576993771580752,0
3.879479006007275,5.048264206925657,1
5.98941484728585,6.388647381631717,1
6.043944655495324,7.107785152793371,1
4.553009518188605,3.88302161406423,1
4.214564788236803,5.462059737162049,0
3.177067512165256,5.215375926561661,1
5.6941032876787645,5.678629673709857,0
5.00058733803662,4.535968268182028,0
4.863205166738653,5.018289191349219,0
3.7523470769487672,5.24945521515245,1
4.58549515646781,3.574205266561979,1
5.043672011407346,2.631107068720971,1
5.955129918923273,3.8194471138022297,1
5.685561585479144,4.84255601528825,0
3.257862369405035,4.905565192258556,1
5.171602381985995,5.982817829243105,0
4.787854196014042,3.806435817725655,1
5.226962541870895,3.847340890749048,1
3.5815201538903088,4.8602466597890785,1
5.2883768477152655,3.9484610624299616,0
4.643590792761748,3.137431346565804,1
5.864998308524957,4.795138667918538,0
5.464392325050896,1.4364833393752647,1
3.4072788645341285,2.558329259757168,1
5.352078891404378,5.665981840310604,0
4.2689666574147935,3.977226295304857,1
5.023557610392554,4.33977049795572,0
4.817558015601062,5.01746667513481,0
6.368220262225958,5.891625117526808,1
4.413535378241613,5.24025265459505,0
5.431568126474008,6.613785097175734,1
4.839360170478486,6.077170209325139,0
5.353683601249814,4.591689237889446,0
4.244137824377091,4.118888267352064,1
5.713840771195043,5.133370962194122,0
6.321158192129386,3.45309444677076,1
5.7007847957258875,5.881140523032215,1
3.3202085150850635,5.812423000682505,1
5.503591759111203,5.2852956847818575,0
6.038955475703893,5.981271848028589,1
5.5810733206206065,7.763844079849566,1
5.0654385393353065,4.578529166688928,0
4.829198969302378,5.266973231539867,0
5.346991250373369,5.874192893330549,0
5.18853062859764,5.988963783086982,0
4.768976433621714,4.661070717758162,0
6.318151554180137,4.5306947152941,1
4.286976043370256,2.773882379022413,1
4.5142472557171915,5.387674455777598,0
4.16115707857971,5.5539212514397205,0
4.721645720284362,3.9631813360590598,0
4.964470084928195,4.040085016287915,0
6.104460236733149,4.574327973479407,1
5.521848542109523,3.0307371259481606,1
5.307968855216034,4.7915012368941206,0
4.761664634532674,6.932178169581347,1
4.612113768032824,4.912893030036001,0
4.258530510572073,3.529438526795981,1
4.4753726540715295,5.071878039370369,0
3.280683332072451,4.970439097246915,1
4.3566667638330365,4.284629113368705,0
4.01501976637551,3.9638226002886743,1
6.104351569860313,4.5684504844839555,1
6.033800732555499,2.5995463661877043,1
3.2646511255296073,6.2103837049045145,1
6.711987012985992,4.375410520698288,1
4.368414212075548,4.132930220437231,0
7.054289530002812,2.4681166866099695,1
4.9388523444770955,6.856056866448569,1
7.651999118134212,4.863769629643665,1
5.6705693906174535,5.1491613231433755,0
5.067912357380758,4.96301718512408,0
4.529985186602214,5.349566771627666,0
5.6319794458091295,5.039512686693366,0
6.5675141434637165,4.375770367209126,1
5.015696372114429,2.7573150458145945,1
3.6620315980490297,4.958613460385128,1
6.613334922011462,3.1022893717494977,1
5.10207974870989,6.195056139684479,1
6.198678722467667,2.405345730338117,1
6.908779658091186,5.155923261453126,1
3.5929154542567745,5.126781186326972,1
6.384580160839074,4.713574586064245,1
4.317116003550666,5.436257604340917,0
5.239555995003897,5.15122662929445,0
5.863717291684838,4.8779084251523255,0
4.192961691527186,4.657989218120785,0
4.838863091755941,5.889157494072874,0
4.797353675370818,4.344030655861066,0
4.073745686469774,7.0078429507780005,1
3.791984407170353,3.6602989600250844,1
5.450001300695475,5.515479530793899,0
4.985721211372438,4.753279193181116,0
6.057633183204614,4.208511190522114,1
4.934189245363712,3.156134791300465,1
4.113280647514622,5.334197930899009,0
3.186722867594672,4.802089240284166,1
5.3227395618852,4.622850574388443,0
5.029561951937618,5.123842016438238,0
3.7343994623987893,6.78797963245575,1
6.299082573776278,5.553184425972303,1
5.411204020707224,5.8907649561731175,0
4.8752963202301505,5.954031667135148,0
3.8948084085202144,3.9440536614750643,1
5.031879973569032,6.3431824575289415,1
4.411773271711481,5.025941713524132,0
5.01805510965628,5.022798399689371,0
4.233960116477171,5.099882076502627,0
4.520675996424503,4.700983707033919,0
5.53678382490275,4.2561696320637985,0
5.063084538957305,4.7155593160737075,0
4.343204119535767,4.71163681754728,0
3.832479666758994,5.040843424766002,1
5.841008794931391,3.5541899229556937,1
2.9250195138299526,3.997244782983083,1
5.615135458353951,4.878605388986204,0
6.700769505670963,5.353391055948314,1
5.228927255504053,6.092741057290839,1
5.555877426385625,4.318118694508869,0
2.85214496235639,3.6524674865422453,1
6.126385822137273,5.247111716157736,1
2.3769957155224692,7.115850728924567,1
4.680438600159769,4.380006912278798,0
4.737266171730091,4.177381681289137,0
5.6166208035641585,4.212512967664846,0
5.765665358162811,2.799435564255881,1
5.425740610585796,4.869952567808405,0
5.134096592165097,5.172037366357668,0
3.845399034610331,3.7319309496229183,1
5.924442867343366,4.938753700133685,0
3.405114354767767,3.8899232683339595,1
2.9147343578798903,6.930246767465576,1
4.974651097937231,4.712447550715892,0
6.249902510691157,5.571148753463103,1
4.616635419849172,4.218183911926889,0
4.449003960693699,4.39596267374779,0
4.679796117759121,4.083801138733459,0
