X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,Y
3.8566032163337303,14.873388368235673,57.36075741871839,221.21768155236822,853.1488221847542,3290.256491649057,12689.213768256688,48937.262631405,188731.604462845,727862.9127952334,2807078.4505361347,10825787.780838761,41750767.97492916,161016146.0565151,620975386.7632178,2394855673.855108,9.209759094519717
0.1037597467970075,0.01076608505537911,0.0011170862593411829,0.00011590858741965739,1.202664568226246e-05,1.2478817108088763e-06,1.2947989034614554e-07,1.3434800637620356e-08,1.393991512427763e-09,1.4464020636668224e-10,1.5007831189273862e-11,1.5572087641712878e-12,1.615755870804938e-13,1.6765042004049873e-14,1.7395365133814102e-15,1.8049386817260437e-16,10.409240339498089
3.168241174631377,10.037752140629607,31.802019632686964,100.75646803671425,319.22079064434837,1011.3684527178071,3204.2591746237836,10151.865851233422,32163.559389211943,101901.9131796029,322849.8371093297,1022866.1471528115,3240686.6435460947,10267276.858160693,32529209.29336459,103060380.26143932,7.643741709949597
3.744019412693059,14.01768136262248,52.482471142604254,196.4953907840136,735.6825576000557,2754.409777234288,10312.563676476739,38610.43859936221,144558.23164860552,541228.8255569593,2026371.2295943208,7586773.220923841,28405026.218838707,106348969.58138745,398172606.63261825,1490765968.8351197,8.453341463557459
2.492535061512952,6.212731032871375,15.485449927181477,38.59802688680302,96.20693532057614,239.79915944724482,597.7078126435925,1489.8076795543689,3713.3978762005167,9255.77440377752,23070.342222869604,57503.63687160514,143329.83106698474,357254.6292951878,890469.6894060678,2219526.9220591723,9.31782425089919
1.1239832276542383,1.2633382960480393,1.4199710556112808,1.5960236502615632,1.793903813833491,2.016317798773815,2.2663073874424815,2.547291492194245,2.8631129131726683,3.2180908932863446,3.6170801891206965,4.065537465652083,4.56959592279286,5.136149174376367,5.772945526729201,6.488693946205184,9.882790252336015
0.99031432379812,0.9807224599197277,0.971223499729034,0.9618165433910019,0.9525006997861052,0.9432750864259128,0.9341388293694911,0.925091063140615,0.916130930645782,0.90725758309302,0.8984701799114807,0.8897678886718132,0.8811498850073076,0.872615352535803,0.8641634827823519,0.8557934751026331,10.404313374739663
3.8026535609947936,14.460174104946384,54.98703255277907,209.09663514536197,795.1220642275398,3023.5737489603853,11497.603483414587,43721.40282911262,166257.34815981297,632219.097021464,2404110.200617583,9141998.21540236,34763852.068407826,132194885.86182724,502691353.46777767,1911561065.3455372,8.553478459196132
0.8455541828126772,0.7149618760720144,0.6045390048642908,0.5111704842364145,0.432222341076482,0.365467408402307,0.30902249585627967,0.2612952639544905,0.220939303385862,0.18681615212563474,0.1579631788467999,0.13356642660429865,0.11293765069860719,0.09549490294524439,0.08074611462264204,0.06827521496504686,10.282580806982516
0.44169907087005134,0.19509806920746664,0.086174635897479,0.03806325660848144,0.016812505078254596,0.007426067872063074,0.003280087279308199,0.001448811503643106,0.000639938695025002,0.0002826603270063365,0.00012485080381052373,5.5146484040487396e-05,2.4358150762433397e-05,1.0758972559879464e-05,4.752228183215137e-06,2.099054773088598e-06,10.112353761766832
3.426799091838986,11.7429520158285,40.240737303349896,137.89692204605063,472.5450472347978,1619.3169387172159,5549.073814995642,19015.561109774564,65162.507541784216,223298.82166613723,765200.1992942347,2622187.348016495,8985709.222814605,30792220.20427029,105518752.2316995,361591564.31957084,8.572328738653738
4.7669667309746835,22.72397181421946,108.32441763399059,516.3788950134405,2461.5610131065396,11734.179455743211,55936.443080814504,266647.16321530176,1271098.15595612,6059282.621246094,28884398.669053204,137690967.49958605,656368261.2262431,3128885664.533201,14915293867.853384,71100709650.76779,10.73153927573386
0.019741331639572257,0.0003897201749035767,7.693595219403612e-06,1.5188181472687439e-07,2.998349274543297e-09,5.919140740003011e-11,1.168517203697026e-12,2.3068085644728597e-14,4.553947290026433e-16,8.990098372154315e-18,1.7747651343707704e-19,3.5036227099963396e-21,6.916617785797463e-23,1.3654324553359167e-24,2.6955454932221766e-26,5.321365753125336e-28,9.527335907225064
2.5609613169288834,6.558522866806121,16.796123358084,43.01422219441878,110.15775911769032,282.10975985997493,722.4721821294925,1850.223310990829,4738.350327127592,12134.731893831084,31076.578971404575,79585.91660825271,203816.45380606316,521966.05395095045,1336734.8729183986,3423326.3005338656,9.443506038108074
4.063104808260569,16.50882068291015,67.07706869544376,272.541160340482,1107.363299028327,4499.333144773282,18281.262134494467,74278.68407973634,301802.0784356445,1226253.4760349004,4982396.39462364,20243998.747655433,82253488.65001972,334204545.2301012,1357908094.666961,5517322908.617276,8.886005180808711
3.0626303341469407,9.379704563637002,28.726567721931175,87.9788577011128,269.4467183590252,825.2156930826981,2527.330613849163,7740.279402392655,23705.614492540502,72601.53403444788,222351.66043950157,680980.9401099578,2085592.884156658,6387400.031699188,19562245.093413062,59911925.227104,8.696025071095233
3.6087765871589976,13.023268456026942,46.99806629239634,169.6055212777464,612.0684342400284,2208.818235224481,7971.131532567963,28766.032847896084,103810.18584693405,374627.7681930399,1351947.9187546708,4878877.99626019,17606780.68450898,63538937.90949927,229297831.50075024,827484645.8062364,7.820668652994233
1.4593803408531658,2.1297909792687024,3.108175085271157,4.536009615374339,6.61976325859824,9.660752360700364,14.098712073056923,20.575383230768455,30.02730979250338,43.82126559988719,63.95189352778048,93.33013617477764,136.20416594261937,198.773682118961,290.08640396340815,423.34639509298773,10.148699491899158
4.588870612564717,21.05773349886008,96.63121442013862,443.428140109014,2034.8343609304843,9337.591600310807,42848.99968679741,196628.5154405394,902302.816097319,4140550.876423374,19000452.236648303,87190616.89419495,400106459.55715996,1836036774.159165,8425335196.527114,38662773084.35045,10.45958368866884
3.5728789169884534,12.765463755460583,45.609456317465366,162.95706489197784,582.2258615268669,2080.2225055747813,7432.383132813032,26555.004998208275,94877.81749862134,338986.95383070235,1211159.3404758547,4327325.672699821,15461010.662932068,55240319.03292365,197366971.24044892,705168290.4548664,7.8372445174214596
2.7127218400563065,7.358859781518473,19.96253964723714,54.1528172840501,146.90153014702133,398.50298916751467,1081.0277620424388,2932.5276197997155,7955.131720799025,21580.05955953622,58540.698876869785,158804.63237544434,430792.7945469807,1168621.022306484,3170143.769959727,8599718.240888186,7.777612552490821
0.7108502380076348,0.5053080608755111,0.35919835534053346,0.2553362363857692,0.18150582440679772,0.12902345847934413,0.09171635616860996,0.0651965936116494,0.04634501408612802,0.03294436429359129,0.02341850919910959,0.01664705283797104,0.011833561471997385,0.008411889988847319,0.005979594000666157,0.004250595818562563,9.397657633147553
1.866703800257346,3.484583077895217,6.504684473819442,12.142319226753706,22.66611344451898,42.3109201039477,78.98195535042412,147.43591620439273,275.2191850731635,513.7526986798041,959.0241150180575,1790.213960042646,3341.7992024853597,6238.149270976389,11644.776950704218,21737.349387028713,9.860862198452967
