Date,Open,High,Low,Close,Volume,Adj Close
2017-02-01,118.489998,128.449997,111.900002,125.440002,1629500,125.440002
2017-01-03,114.339996,120.550003,114.099998,118.580002,1025500,118.580002
2016-12-01,113.790001,118.660004,111.480003,114.610001,1016700,114.273178
2016-11-01,109.029999,116.660004,103.220001,113.68,1724500,113.345909
2016-10-03,109.830002,110.120003,106.410004,108.739998,1288900,108.420425
2016-09-01,111.279999,113.110001,106.339996,110.010002,1575600,109.345711
2016-08-01,111.419998,114.059998,108.00,111.449997,1473800,110.777008
2016-07-01,111.730003,116.970001,110.389999,110.989998,1483600,110.319786
2016-06-01,105.849998,111.790001,103.029999,111.610001,1721600,110.644745
2016-05-02,101.400002,108.68,99.25,106.660004,1584500,105.737556
2016-04-01,103.769997,105.32,99.199997,100.889999,1213700,100.017456
2016-03-01,97.669998,104.510002,96.389999,104.010002,1666200,102.816246
2016-02-01,95.279999,101.00,88.169998,96.639999,2285200,95.53083
2016-01-04,94.190002,96.480003,88.660004,95.510002,2035800,94.413803
2015-12-01,100.940002,102.580002,94.68,96.50,1706000,95.09523
2015-11-02,98.050003,108.00,95.620003,100.199997,2439200,98.741364
2015-10-01,88.660004,99.00,85.610001,97.43,1630100,96.011696
2015-09-01,83.349998,89.769997,83.099998,88.75,3111100,87.169121
2015-08-03,104.669998,107.75,79.629997,85.75,2666500,84.222557
2015-07-01,101.639999,108.199997,100.120003,105.769997,1256400,103.885948
2015-06-01,104.769997,107.949997,100.760002,100.769997,1519000,98.736122
2015-05-01,100.330002,109.209999,99.019997,104.150002,1463100,102.047905
2015-04-01,96.82,102.169998,95.330002,100.330002,1363000,98.305008
2015-03-02,97.559998,100.879997,95.010002,96.959999,1447800,94.759048
