Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01,36.799999,36.950001,25.969999,29.559999,29.559999,254194900
2022-02-01,29.610001,30.268000,22.309999,26.750000,26.750000,341131600
2022-03-01,26.610001,26.940001,21.920000,24.610001,24.610001,230373600
2022-04-01,24.730000,27.950001,18.320000,20.520000,20.520000,267365100
2022-05-01,20.559999,24.308001,16.139999,19.650000,19.650000,382472400
2022-06-01,19.719999,21.990000,16.920000,18.160000,18.160000,320427500
2022-07-01,18.150000,21.674999,16.775000,19.480000,19.480000,324269000
2022-08-01,19.139999,24.250999,18.980000,23.040001,23.040001,363165300
2022-09-01,22.799999,25.910000,21.240000,23.299999,23.299999,299612500
2022-10-01,23.780001,26.320000,20.622000,24.600000,24.600000,338931100
2022-11-01,25.010000,26.370001,21.059999,25.420000,25.420000,251715200
2022-12-01,25.110001,26.889999,22.080000,24.280001,24.280001,226234200
2023-01-01,25.230000,27.650000,22.555000,26.290001,26.290001,204999300
2023-02-01,26.309999,29.170000,23.799999,25.110001,25.110001,295500400
2023-03-01,25.080000,29.270000,22.950001,27.270000,27.270000,247638100
2023-04-01,27.870001,28.950001,22.100000,23.000000,23.000000,226900900
2023-05-01,23.040001,24.520000,20.600000,23.940001,23.940001,277437600
2023-06-01,23.740000,28.350000,23.355000,27.340000,27.340000,224241400
2023-07-01,27.320000,30.860001,26.299999,28.990000,28.990000,187642800
2023-08-01,28.600000,29.100000,25.219999,27.490000,27.490000,235820000
2023-09-01,27.820000,28.900000,24.379999,27.030001,27.030001,226320600
2023-10-01,26.950001,29.990000,23.590000,29.879999,29.879999,261013200
2023-11-01,29.930000,34.849998,28.920000,34.070000,34.070000,231735000
2023-12-01,34.169998,38.235001,33.369999,37.040001,37.040001,171871900
2024-01-01,36.360001,39.590000,35.360001,37.470001,37.470001,179934700
2024-02-01,37.570000,41.599998,34.492001,36.700001,36.700001,269742000
2024-03-01,36.650002,37.090000,33.875000,34.869999,34.869999,78731700
2024-03-12,34.410000,35.070000,34.095001,34.869999,34.869999,7057832
