Date,Open,High,Low,Close,Volume,Adj Close
2017-02-01,52.68,59.669998,51.580002,59.27,7221200,59.27
2017-01-03,56.650002,58.00,51.52,52.59,5494400,52.59
2016-12-01,55.240002,57.209999,53.75,56.029999,4590300,56.029999
2016-11-01,51.990002,58.50,51.119999,55.080002,9577300,55.080002
2016-10-03,48.66,51.98,48.50,51.349998,5707700,51.349998
2016-09-01,57.75,59.00,45.439999,47.709999,9621000,47.709999
2016-08-01,57.580002,60.470001,56.32,57.439999,4084800,57.439999
2016-07-01,57.16,59.41,55.419998,57.490002,4005400,57.490002
2016-06-01,61.43,62.709999,55.169998,57.240002,4660800,57.240002
2016-05-02,58.369999,63.23,56.209999,61.439999,4244500,61.439999
2016-04-01,62.32,63.189999,57.779999,58.369999,3569300,58.369999
2016-03-01,57.869999,63.02,54.650002,62.700001,4463200,62.700001
2016-02-01,62.48,63.00,51.220001,56.98,5460800,56.98
2016-01-04,58.810001,63.43,55.529999,63.310001,5953600,63.310001
2015-12-01,64.650002,65.25,58.150002,60.02,3740000,60.02
2015-11-02,68.540001,69.230003,63.27,64.580002,3524400,64.580002
2015-10-01,62.950001,69.800003,61.27,68.110001,3267000,68.110001
2015-09-01,61.540001,64.00,59.91,62.610001,3482100,62.610001
2015-08-03,63.310001,69.349998,57.50,62.939999,4466400,62.939999
2015-07-01,61.790001,63.669998,57.689999,63.099998,3209600,63.099998
2015-06-01,65.050003,65.959999,60.779999,61.09,3038000,61.09
2015-05-01,58.650002,65.580002,58.349998,64.720001,3654100,64.720001
2015-04-01,62.450001,63.23,58.380001,58.540001,3234000,58.540001
2015-03-02,62.560001,64.690002,60.290001,62.389999,3559600,62.389999
