Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01,298.149994,307.109985,208.880005,244.860001,244.511292,1068216400
2022-02-01,251.039993,269.250000,208.899994,243.850006,243.502747,1064427000
2022-03-01,242.910004,289.459991,206.500000,272.859985,272.471405,1164459900
2022-04-01,273.750000,275.579987,182.899994,185.470001,185.237396,1111439000
2022-05-01,185.410004,204.000000,155.669998,186.720001,186.485840,1383302100
2022-06-01,187.240005,196.190002,148.619995,151.589996,151.399902,1055479100
2022-07-01,148.990005,182.440002,140.550003,181.630005,181.440598,1056447600
2022-08-01,181.820007,192.740005,149.589996,150.940002,150.782578,1206964800
2022-09-01,142.089996,145.470001,119.459999,121.389999,121.263405,1313057800
2022-10-01,123.470001,138.500000,108.129997,134.970001,134.869308,1254927700
2022-11-01,138.110001,169.979996,129.559998,169.229996,169.103745,1060060300
2022-12-01,169.990005,187.899994,138.839996,146.139999,146.068329,894615200
2023-01-01,148.509995,206.279999,140.339996,195.369995,195.274185,945496000
2023-02-01,196.910004,238.880005,196.110001,232.160004,232.046143,1039347900
2023-03-01,231.919998,278.339996,222.970001,277.769989,277.633759,1126373100
2023-04-01,275.089996,281.100006,262.200012,277.489990,277.401031,743592100
2023-05-01,278.399994,419.380005,272.399994,378.339996,378.218689,1169636000
2023-06-01,384.890015,439.899994,373.559998,423.019989,422.884338,1052209200
2023-07-01,425.170013,480.880005,413.459991,467.290009,467.188538,870489500
2023-08-01,464.600006,502.660004,403.109985,493.549988,493.442780,1363143600
2023-09-01,497.619995,498.000000,409.799988,434.989990,434.895508,857510100
2023-10-01,440.299988,476.089996,392.299988,407.799988,407.744995,1013917700
2023-11-01,408.839996,505.480011,408.690002,467.700012,467.636963,914386300
2023-12-01,465.250000,504.329987,450.100006,495.220001,495.153229,740951700
2024-01-01,492.440002,634.929993,473.200012,615.270020,615.241150,970385300
2024-02-01,621.000000,823.940002,616.500000,791.119995,791.082886,1107569200
2024-03-01,800.000000,974.000000,794.349976,919.130005,919.086914,527747400
2024-03-12,880.489990,919.599976,861.729980,919.130005,919.130005,65246211
