Date,Open,High,Low,Close,Volume,Adj Close
2017-02-01,76.120003,85.010002,74.660004,82.809998,1835900,82.809998
2017-01-03,70.120003,77.18,69.389999,75.879997,2005500,75.879997
2016-12-01,79.169998,81.139999,68.540001,69.699997,2473600,69.699997
2016-11-01,77.449997,80.489998,74.440002,79.110001,1210100,79.110001
2016-10-03,80.50,80.900002,75.730003,77.449997,1170200,77.449997
2016-09-01,72.50,82.730003,71.519997,80.830002,2253100,80.830002
2016-08-01,75.199997,76.089996,72.349998,72.980003,1272500,72.980003
2016-07-01,72.550003,75.389999,70.730003,75.290001,1514700,75.290001
2016-06-01,77.339996,81.809998,70.089996,72.599998,1909700,72.599998
2016-05-02,73.449997,77.559998,70.07,77.459999,1079000,77.459999
2016-04-01,73.989998,76.489998,71.599998,73.370003,1264400,73.370003
2016-03-01,66.25,76.190002,65.43,74.510002,1715300,74.510002
2016-02-01,69.379997,70.889999,59.59,65.349998,2075500,65.349998
2016-01-04,81.68,82.529999,66.449997,70.050003,2143000,70.050003
2015-12-01,81.599998,84.440002,76.889999,82.809998,1882600,82.809998
2015-11-02,79.120003,83.00,77.449997,81.410004,1374000,81.410004
2015-10-01,71.93,79.790001,71.43,79.110001,1421800,79.110001
2015-09-01,70.769997,74.50,68.360001,71.879997,1691200,71.879997
2015-08-03,78.970001,80.769997,67.010002,72.209999,1261700,72.209999
2015-07-01,76.650002,81.010002,75.580002,79.080002,1074200,79.080002
2015-06-01,77.559998,81.489998,75.400002,75.93,1624000,75.93
2015-05-01,75.220001,79.349998,74.230003,77.269997,1102200,77.269997
2015-04-01,75.540001,77.550003,73.339996,75.260002,1183400,75.260002
2015-03-02,69.00,77.82,65.00,75.75,1928200,75.75
