Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01,87.330002,89.580002,78.570000,81.160004,78.278709,200574800
2022-02-01,81.400002,83.779999,70.230003,75.970001,73.545166,144701700
2022-03-01,75.980003,84.510002,73.110001,82.730003,80.089394,243936600
2022-04-01,83.040001,84.519997,73.150002,73.400002,71.057190,131271700
2022-05-01,73.930000,75.349998,66.720001,71.919998,69.896790,162438900
2022-06-01,73.019997,74.839996,63.759998,69.870003,67.904465,219800300
2022-07-01,69.849998,78.160004,68.230003,77.839996,75.650253,126241100
2022-08-01,77.180000,79.879997,73.459999,74.150002,72.386353,117160200
2022-09-01,74.120003,79.410004,60.779999,61.070000,59.617466,232945300
2022-10-01,60.990002,78.330002,60.810001,78.070000,76.213142,200166600
2022-11-01,78.599998,83.489998,74.050003,83.029999,81.471817,143312700
2022-12-01,83.050003,85.580002,78.059998,81.739998,80.206032,172460600
2023-01-01,82.470001,90.489998,82.260002,88.459999,86.799927,135703000
2023-02-01,88.370003,91.220001,85.980003,87.400002,86.081390,122638600
2023-03-01,86.900002,93.000000,82.040001,92.919998,91.518105,189782300
2023-04-01,92.379997,96.739998,92.089996,94.720001,93.290955,130420000
2023-05-01,94.800003,106.489998,93.849998,105.940002,104.778618,175851800
2023-06-01,104.879997,127.540001,104.779999,119.089996,117.784447,328350400
2023-07-01,118.010002,121.360001,113.430000,117.230003,115.944847,156281600
2023-08-01,116.919998,121.980003,111.129997,120.389999,119.488068,169694100
2023-09-01,121.010002,127.419998,103.269997,105.919998,105.126472,308517600
2023-10-01,105.809998,111.059998,99.870003,103.400002,102.625359,164664600
2023-11-01,103.800003,117.669998,103.800003,116.209999,115.761444,135981300
2023-12-01,116.070000,117.349998,99.260002,105.430000,105.023056,269898800
2024-01-01,104.519997,116.180000,101.739998,111.699997,111.268852,171085200
2024-02-01,112.910004,117.790001,106.510002,111.680000,111.680000,147694200
2024-03-01,111.680000,129.369995,110.370003,127.540001,127.540001,114027900
2024-03-12,126.260002,129.369995,124.599998,127.540001,127.540001,48315756
