Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01,42.480000,45.900002,32.810001,37.400002,37.400002,578000400
2022-02-01,37.630001,42.560001,29.709999,36.029999,36.029999,739852500
2022-03-01,35.450001,37.450001,28.278000,35.680000,35.680000,789743600
2022-04-01,35.680000,36.930000,30.160000,31.480000,31.480000,497782500
2022-05-01,31.240000,31.350000,21.275000,23.200001,23.200001,969529700
2022-06-01,23.530001,26.690001,19.895000,20.459999,20.459999,701868200
2022-07-01,20.700001,24.809999,20.430000,23.450001,23.450001,469783800
2022-08-01,23.430000,33.360001,22.885000,28.760000,28.760000,715870700
2022-09-01,28.170000,34.325001,26.000000,26.500000,26.500000,560016400
2022-10-01,26.760000,30.240000,22.940001,26.570000,26.570000,546880300
2022-11-01,30.070000,31.815001,26.440001,29.139999,29.139999,545288600
2022-12-01,29.219999,29.600000,23.900000,24.730000,24.730000,416461600
2023-01-01,25.370001,31.200001,25.020000,30.930000,30.930000,369525000
2023-02-01,30.879999,37.580002,30.639999,33.259998,33.259998,656098400
2023-03-01,33.430000,35.110001,29.969999,31.700001,31.700001,483453300
2023-04-01,31.500000,32.930000,29.219999,31.049999,31.049999,362771500
2023-05-01,32.000000,40.500000,31.760000,37.930000,37.930000,659794200
2023-06-01,37.500000,45.240002,37.264999,43.169998,43.169998,482271200
2023-07-01,43.169998,49.490002,41.745998,49.459999,49.459999,420476300
2023-08-01,48.669998,49.029999,42.950001,47.230000,47.230000,483763900
2023-09-01,47.509998,49.188000,43.930000,45.990002,45.990002,330505100
2023-10-01,45.570000,47.275002,40.090000,43.279999,43.279999,359699400
2023-11-01,43.250000,57.130001,42.910000,56.380001,56.380001,569486900
2023-12-01,56.669998,63.529999,56.250000,61.570000,61.570000,948790100
2024-01-01,60.730000,67.690002,57.220001,65.269997,65.269997,459831600
2024-02-01,66.120003,81.864998,65.589996,79.500000,79.500000,487869400
2024-03-01,79.500000,82.139999,76.529999,78.320000,78.320000,123370600
2024-03-12,78.010002,78.480003,77.480003,78.320000,78.320000,11032394
