Date,Open,High,Low,Close,Volume,Adj Close
2017-02-01,17.84,18.77,15.50,15.77,28271600,15.77
2017-01-03,16.309999,17.780001,16.209999,17.620001,14746200,17.620001
2016-12-01,18.82,19.84,16.16,16.299999,17782800,16.299999
2016-11-01,17.84,19.51,17.26,18.49,20192300,18.49
2016-10-03,23.780001,25.25,16.280001,17.950001,43787700,17.950001
2016-09-01,19.370001,23.98,17.52,23.049999,39171700,23.049999
2016-08-01,16.65,21.10,16.200001,19.209999,26453600,19.209999
2016-07-01,16.93,18.90,15.69,16.639999,26558900,16.639999
2016-06-01,15.22,17.07,14.00,16.91,23272200,16.91
2016-05-02,14.73,15.49,13.73,15.22,22029700,15.22
2016-04-01,16.41,17.98,14.32,14.62,27424500,14.62
2016-03-01,18.469999,20.32,15.33,16.549999,20224400,16.549999
2016-02-01,17.889999,18.959999,13.91,18.120001,28425100,18.120001
2016-01-04,22.639999,23.00,15.48,16.799999,25309400,16.799999
2015-12-01,25.389999,26.25,21.99,23.139999,18932200,23.139999
2015-11-02,28.540001,30.15,24.90,25.40,15563200,25.40
2015-10-01,26.469999,31.870001,24.34,28.459999,32483900,28.459999
2015-09-01,27.23,29.00,24.60,26.940001,16538600,26.940001
2015-08-03,30.85,31.09,21.01,27.790001,24353300,27.790001
2015-07-01,36.049999,38.82,30.85,31.01,23421700,31.01
2015-06-01,36.689999,37.790001,33.509998,36.220001,23697200,36.220001
2015-05-01,39.189999,39.240002,36.099998,36.669998,19503300,36.669998
2015-04-01,51.00,53.490002,38.07,38.959999,27811100,38.959999
2015-03-02,48.259998,51.869999,45.130001,50.080002,18332400,50.080002
