Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01,62.900002,63.349998,53.450001,55.669998,51.966106,480940800
2022-02-01,55.450001,57.689999,52.700001,55.770000,52.366222,419601200
2022-03-01,55.529999,57.000000,53.680000,55.759998,52.356827,500035600
2022-04-01,56.169998,56.189999,48.869999,48.980000,45.990631,383849000
2022-05-01,49.340000,51.660000,41.020000,45.049999,42.590164,645254200
2022-06-01,45.549999,46.090000,42.189999,42.639999,40.311756,491026400
2022-07-01,42.520000,45.869999,40.820000,45.369999,42.892693,368402100
2022-08-01,45.060001,50.000000,44.540001,44.720001,42.658707,429950500
2022-09-01,44.570000,46.730000,39.959999,40.000000,38.156269,408782100
2022-10-01,40.669998,45.709999,38.599998,45.430000,43.335983,414712600
2022-11-01,45.580002,49.830002,43.389999,49.720001,47.868786,424022500
2022-12-01,49.880001,50.709999,46.689999,47.639999,45.866230,376149200
2023-01-01,47.860001,49.430000,45.669998,48.669998,46.857880,327369800
2023-02-01,48.389999,51.740002,46.430000,48.419998,46.989655,388264600
2023-03-01,48.439999,52.349998,48.020000,52.279999,50.735630,426796100
2023-04-01,52.060001,52.560001,45.970001,47.250000,45.854221,349961900
2023-05-01,47.200001,50.490002,45.560001,49.669998,48.564804,449028900
2023-06-01,49.759998,52.410000,49.139999,51.740002,50.588749,362613600
2023-07-01,51.360001,53.889999,50.060001,52.040001,50.882076,383570100
2023-08-01,52.570000,57.529999,52.240002,57.349998,56.499134,428216900
2023-09-01,57.389999,58.189999,52.529999,53.759998,52.962399,337590400
2023-10-01,53.840000,54.590000,51.090000,52.130001,51.356583,326297400
2023-11-01,52.040001,53.500000,46.200001,48.380001,48.006447,471459900
2023-12-01,48.279999,50.630001,47.590000,50.520000,50.129925,392040600
2024-01-01,50.490002,52.619999,49.430000,50.180000,49.792549,381406400
2024-02-01,50.230000,50.610001,47.849998,48.369999,48.369999,422732100
2024-03-01,48.110001,50.549999,47.660000,50.070000,50.070000,158552500
2024-03-12,50.543999,50.543999,49.884998,50.070000,50.070000,17488961
