Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01,51.650002,56.279999,46.299999,48.820000,45.751213,890542800
2022-02-01,48.779999,49.970001,43.630001,47.700001,44.701618,756814900
2022-03-01,47.540001,52.509998,44.070000,49.560001,46.798500,849288700
2022-04-01,49.830002,49.900002,43.500000,43.590000,41.161156,639472500
2022-05-01,43.720001,46.639999,40.310001,44.419998,41.944901,773236800
2022-06-01,44.770000,44.930000,36.599998,37.410000,35.604748,783353000
2022-07-01,37.090000,40.730000,35.240002,36.310001,34.557823,792918100
2022-08-01,36.049999,37.689999,31.770000,31.920000,30.379667,899717100
2022-09-01,31.570000,32.380001,25.740000,25.770000,24.774046,889075300
2022-10-01,26.330000,29.219999,24.590000,28.430000,27.331244,981043600
2022-11-01,28.799999,31.340000,27.170000,30.070000,28.907860,788916300
2022-12-01,30.240000,30.480000,25.350000,26.430000,25.751707,758549700
2023-01-01,27.049999,30.490000,26.370001,28.260000,27.534742,840843300
2023-02-01,27.889999,31.170000,24.730000,24.930000,24.290203,880323200
2023-03-01,25.030001,32.900002,24.969999,32.669998,32.219429,1193573500
2023-04-01,32.939999,33.840000,28.510000,31.059999,30.631634,728887300
2023-05-01,31.110001,32.290001,26.860001,31.440001,31.006395,968032100
2023-06-01,31.799999,37.110001,29.700001,33.439999,33.113857,1065251500
2023-07-01,33.540001,37.189999,31.379999,35.770000,35.421135,791749800
2023-08-01,35.820000,36.020000,32.020000,35.139999,34.797279,716033800
2023-09-01,35.790001,40.070000,33.639999,35.549999,35.329929,841329600
2023-10-01,35.610001,37.220001,32.150002,36.500000,36.274048,795454900
2023-11-01,36.500000,45.340000,36.279999,44.700001,44.423290,807892600
2023-12-01,44.360001,51.279999,41.169998,50.250000,50.103138,829442300
2024-01-01,49.200001,50.299999,42.360001,43.080002,42.954098,1002649600
2024-02-01,43.150002,45.270000,41.599998,43.049999,42.924183,815730300
2024-03-01,43.410000,46.630001,42.689999,45.240002,45.240002,382626200
2024-03-12,45.060001,45.264999,44.459999,45.240002,45.240002,31356382
