Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01,335.350006,338.000000,276.049988,310.980011,304.821594,947531400
2022-02-01,310.410004,315.119995,271.519989,298.790009,292.873047,697050600
2022-03-01,296.399994,315.950012,270.000000,308.309998,302.829376,734334200
2022-04-01,309.369995,315.109985,270.000000,277.519989,272.586670,627343400
2022-05-01,277.709991,290.880005,246.440002,271.869995,267.037140,742902000
2022-06-01,275.200012,277.690002,241.509995,256.829987,252.852036,621372300
2022-07-01,256.390015,282.000000,245.940002,280.739990,276.391693,534891800
2022-08-01,277.820007,294.179993,260.660004,261.470001,257.420166,477157600
2022-09-01,258.869995,267.450012,232.729996,232.899994,229.779373,575586600
2022-10-01,235.410004,251.039993,219.130005,232.130005,229.019699,671225100
2022-11-01,234.600006,255.330002,213.429993,255.139999,251.721375,615296000
2022-12-01,253.869995,263.920013,233.869995,239.820007,237.273468,591358700
2023-01-01,243.080002,249.830002,219.350006,247.809998,245.178604,666168100
2023-02-01,248.000000,276.760010,245.470001,249.419998,246.771515,615501000
2023-03-01,250.759995,289.269989,245.610001,288.299988,285.953094,747635000
2023-04-01,286.519989,308.929993,275.369995,307.260010,304.758789,551497100
2023-05-01,306.970001,335.940002,303.399994,328.390015,325.716766,600807200
2023-06-01,325.929993,351.470001,322.500000,340.540009,338.506256,547588700
2023-07-01,339.190002,366.779999,327.000000,335.920013,333.913818,666764400
2023-08-01,335.190002,338.540009,311.549988,327.760010,325.802582,479456700
2023-09-01,331.309998,340.859985,309.450012,315.750000,314.528778,416680700
2023-10-01,316.279999,346.200012,311.209991,338.109985,336.802307,540907000
2023-11-01,339.790009,384.299988,339.649994,378.910004,377.444519,563880300
2023-12-01,376.760010,378.160004,362.899994,376.040009,375.345886,522003700
2024-01-01,373.859985,415.320007,366.500000,397.579987,396.846130,528399000
2024-02-01,401.829987,420.820007,397.220001,413.640015,412.876495,444176300
2024-03-01,411.269989,417.350006,398.390015,415.279999,415.279999,159898300
2024-03-12,407.619995,415.570007,406.790009,415.279999,415.279999,21388946
