Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01,37.709999,39.650002,33.610001,36.730000,34.032814,189910100
2022-02-01,36.860001,39.070000,33.040001,34.360001,31.836845,180395000
2022-03-01,34.209999,40.369999,33.709999,36.299999,33.634384,443884700
2022-04-01,36.130001,41.470001,34.470001,36.630001,34.179779,342686000
2022-05-01,36.619999,39.709999,33.450001,38.840000,36.241947,250618400
2022-06-01,39.759998,40.790001,32.310001,32.779999,30.587305,220854200
2022-07-01,32.669998,33.570000,30.010000,33.389999,31.354855,152471400
2022-08-01,33.049999,35.320000,28.670000,28.709999,26.960100,195583100
2022-09-01,28.260000,28.900000,24.740000,24.920000,23.401102,238714900
2022-10-01,25.340000,28.120001,24.080000,27.620001,26.165987,163861200
2022-11-01,27.940001,31.090000,26.200001,30.040001,28.458586,197480200
2022-12-01,30.110001,30.230000,26.090000,26.870001,25.455465,136581000
2023-01-01,27.000000,29.540001,26.580000,29.139999,27.858437,111652200
2023-02-01,29.040001,31.020000,28.900000,29.520000,28.221725,108650900
2023-03-01,29.959999,29.969999,26.930000,29.350000,28.059204,170145100
2023-04-01,29.340000,31.469999,28.719999,29.709999,28.667265,110472400
2023-05-01,29.860001,31.709999,28.530001,29.059999,28.040077,157690400
2023-06-01,29.270000,31.379999,28.809999,30.709999,29.632166,195462500
2023-07-01,30.700001,33.900002,30.240000,32.830002,31.953846,105806600
2023-08-01,32.570000,33.240002,27.850000,29.709999,28.917107,140135900
2023-09-01,29.950001,30.670000,25.219999,25.700001,25.014126,186592500
2023-10-01,25.639999,27.240000,25.559999,26.330000,25.857370,173485300
2023-11-01,26.410000,29.379999,26.219999,29.340000,28.813339,167438500
2023-12-01,29.110001,31.170000,28.450001,30.090000,29.549877,194695700
2024-01-01,29.820000,31.090000,28.400000,28.709999,28.453228,174668700
2024-02-01,28.660000,29.490000,27.660000,28.330000,28.076628,160118100
2024-03-01,29.000000,31.049999,28.870001,30.500000,30.227221,94617700
2024-03-12,30.610001,30.790001,30.190001,30.500000,30.500000,12956881
