Date,Open,High,Low,Close,Volume,Adj Close
2017-02-01,44.25,46.720001,43.560001,45.66,7393600,45.66
2017-01-03,39.110001,45.080002,38.639999,44.07,8554800,44.07
2016-12-01,41.00,41.799999,38.240002,38.669998,10913900,38.669998
2016-11-01,41.130001,42.16,38.869999,41.02,10192300,41.02
2016-10-03,42.950001,44.080002,41.169998,41.549999,8704100,41.549999
2016-09-01,42.779999,44.919998,41.849998,43.099998,13472000,43.099998
2016-08-01,38.18,43.290001,38.099998,42.75,10369500,42.75
2016-07-01,37.560001,39.419998,37.060001,38.189999,13611700,38.189999
2016-06-01,37.25,37.779999,35.049999,37.560001,12374900,37.560001
2016-05-02,36.650002,38.080002,35.470001,37.939999,13390000,37.939999
2016-04-01,36.540001,38.189999,35.619999,36.599998,17384900,36.599998
2016-03-01,32.040001,37.279999,32.040001,36.810001,16053800,36.810001
2016-02-01,29.27,32.459999,26.15,31.790001,21073800,31.790001
2016-01-04,32.119999,32.459999,27.440001,29.51,18803500,29.51
2015-12-01,33.869999,36.389999,32.209999,33.259998,16814600,33.259998
2015-11-02,35.459999,35.48,32.119999,33.810001,13888900,33.810001
2015-10-01,28.950001,35.700001,28.43,35.619999,17400600,35.619999
2015-09-01,31.49,32.830002,27.200001,28.91,22885600,28.91
2015-08-03,36.669998,37.709999,29.00,32.240002,15718900,32.240002
2015-07-01,39.459999,39.98,36.580002,36.669998,12849400,36.669998
2015-06-01,43.049999,43.779999,38.849998,39.290001,11994600,39.290001
2015-05-01,42.549999,45.07,39.119999,42.939999,18233000,42.939999
2015-04-01,44.450001,46.169998,42.259998,42.57,14137800,42.57
2015-03-02,44.060001,45.669998,41.970001,44.439999,13743900,44.439999
