Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01,24.530001,26.770000,23.110001,26.610001,26.610001,118471900
2022-02-01,26.660000,30.709999,25.510000,25.820000,25.820000,121411700
2022-03-01,25.799999,28.400000,14.290000,23.120001,23.120001,211648300
2022-04-01,24.700001,25.430000,20.160000,23.650000,23.650000,85137300
2022-05-01,23.760000,24.670000,18.459999,22.059999,22.059999,111762300
2022-06-01,22.340000,29.309999,20.320000,27.450001,27.450001,148755500
2022-07-01,27.070000,27.809999,23.879999,25.780001,25.780001,103767500
2022-08-01,25.410000,30.040001,24.370001,25.719999,25.719999,79515500
2022-09-01,24.870001,28.580000,23.809999,27.309999,27.309999,93345700
2022-10-01,27.389999,30.500000,19.250000,22.629999,22.629999,123271900
2022-11-01,25.000000,32.189999,24.320000,31.950001,31.950001,148627900
2022-12-01,30.740000,35.990002,30.559999,34.400002,34.400002,145635100
2023-01-01,35.009998,40.169998,34.959999,36.759998,36.759998,99757600
2023-02-01,37.910000,39.220001,34.389999,35.549999,35.549999,85548500
2023-03-01,37.290001,39.529999,34.900002,37.669998,37.669998,128465200
2023-04-01,37.720001,38.470001,34.340000,35.509998,35.509998,64347800
2023-05-01,35.299999,35.669998,30.700001,31.580000,31.580000,119411900
2023-06-01,30.809999,37.910000,30.770000,35.000000,35.000000,112451000
2023-07-01,35.560001,41.209999,33.419998,41.040001,41.040001,70200100
2023-08-01,40.320000,43.590000,36.820000,39.310001,39.310001,85735800
2023-09-01,40.000000,40.900002,34.689999,34.970001,34.970001,87880300
2023-10-01,35.049999,35.869999,31.990000,34.000000,34.000000,97357400
2023-11-01,33.950001,36.709999,31.549999,35.180000,35.180000,97458700
2023-12-01,34.430000,36.119999,32.419998,36.009998,36.009998,71734300
2024-01-01,35.669998,39.110001,34.419998,36.560001,36.560001,73478600
2024-02-01,37.180000,47.450001,36.580002,44.470001,44.470001,93522100
2024-03-01,45.029999,45.740002,42.049999,44.279999,44.279999,30742100
2024-03-12,44.000000,44.439899,44.000000,44.279999,44.279999,2988785
