Date,Open,High,Low,Close,Volume,Adj Close
2017-02-01,102.07,105.199997,100.019997,102.900002,8792200,102.900002
2017-01-03,89.00,104.57,88.080002,101.309998,12135800,101.309998
2016-12-01,94.00,94.055,86.010002,87.809998,10579100,87.809998
2016-11-01,100.43,104.099998,87.879997,94.019997,16038900,94.019997
2016-10-03,105.449997,109.00,99.00,101.690002,12022000,101.690002
2016-09-01,97.300003,109.870003,97.00,105.790001,20770300,105.790001
2016-08-01,82.790001,98.860001,82.589996,97.190002,20834900,97.190002
2016-07-01,79.120003,85.00,77.68,82.480003,10695700,82.480003
2016-06-01,82.00,82.00,73.300003,79.529999,17646700,79.529999
2016-05-02,76.889999,82.029999,74.120003,82.00,21688100,82.00
2016-04-01,78.239998,81.779999,75.660004,76.940002,10761200,76.940002
2016-03-01,70.019997,79.839996,69.860001,79.029999,11031200,79.029999
2016-02-01,66.50,70.580002,59.25,68.809998,16627000,68.809998
2016-01-04,78.18,78.68,65.339996,67.029999,19810000,67.029999
2015-12-01,83.769997,85.82,78.989998,81.269997,14568100,81.269997
2015-11-02,83.519997,86.419998,75.639999,84.080002,28198600,84.080002
2015-10-01,59.50,84.440002,58.200001,83.830002,18561400,83.830002
2015-09-01,64.379997,68.080002,57.200001,58.970001,22486200,58.970001
2015-08-03,78.199997,80.989998,58.00,66.120003,19031700,66.120003
2015-07-01,82.599998,85.379997,76.209999,78.339996,12184500,78.339996
2015-06-01,90.089996,91.599998,80.800003,82.269997,11843400,82.269997
2015-05-01,81.029999,95.059998,77.769997,89.32,23559300,89.32
2015-04-01,83.370003,87.690002,80.440002,81.290001,16733800,81.290001
2015-03-02,85.00,87.040001,80.029999,83.239998,18226800,83.239998
