Date,Open,High,Low,Close,Volume,Adj Close
2017-02-01,98.559998,101.769997,97.260002,98.910004,1256300,98.910004
2017-01-03,84.730003,99.739998,84.00,98.769997,2166300,98.769997
2016-12-01,82.279999,86.699997,80.779999,84.459999,1062700,84.459999
2016-11-01,84.279999,85.849998,81.389999,82.330002,1342400,82.330002
2016-10-03,77.260002,84.980003,74.339996,84.559998,1633900,84.559998
2016-09-01,76.68,79.00,74.540001,77.610001,1423900,77.610001
2016-08-01,76.879997,77.540001,74.379997,76.739998,1809400,76.739998
2016-07-01,80.00,84.00,76.410004,76.879997,1853000,76.879997
2016-06-01,84.50,86.019997,76.519997,79.68,1527300,79.68
2016-05-02,82.779999,86.459999,80.459999,84.970001,1905600,84.970001
2016-04-01,86.800003,89.980003,81.779999,82.870003,1720300,82.870003
2016-03-01,83.919998,87.980003,81.769997,87.470001,1402700,87.470001
2016-02-01,79.550003,84.629997,75.199997,83.07,1577100,83.07
2016-01-04,78.910004,80.529999,71.639999,78.809998,2337400,78.809998
2015-12-01,86.830002,87.980003,80.540001,81.379997,1368600,81.379997
2015-11-02,85.410004,87.300003,80.309998,87.290001,2043800,87.290001
2015-10-01,79.639999,85.139999,77.739998,84.940002,1541000,84.940002
2015-09-01,76.739998,81.25,76.309998,79.330002,1171900,79.330002
2015-08-03,80.809998,82.989998,65.089996,78.010002,1447900,78.010002
2015-07-01,80.199997,86.709999,76.82,80.769997,2102600,80.769997
2015-06-01,85.440002,85.440002,78.120003,79.550003,1233500,79.550003
2015-05-01,83.769997,88.489998,82.230003,84.720001,1283500,84.720001
2015-04-01,81.82,88.18,81.220001,83.480003,1326000,83.480003
2015-03-02,83.370003,86.00,80.419998,81.970001,952900,81.970001
