Date,Open,High,Low,Close,Volume,Adj Close
2017-02-01,132.25,137.179993,130.300003,135.539993,20587200,135.539993
2017-01-03,116.029999,133.139999,115.510002,130.320007,19901800,130.320007
2016-12-01,118.379997,122.50,114.00,115.050003,20352900,115.050003
2016-11-01,131.410004,131.940002,113.550003,118.419998,32106700,118.419998
2016-10-03,128.380005,133.50,126.75,130.990005,15664400,130.990005
2016-09-01,126.379997,131.979996,125.599998,128.270004,18805700,128.270004
2016-08-01,123.849998,126.730003,122.07,126.120003,16516100,126.120003
2016-07-01,114.199997,128.330002,112.970001,123.940002,25258300,123.940002
2016-06-01,118.50,119.440002,108.230003,114.279999,21548500,114.279999
2016-05-02,117.830002,121.080002,115.879997,118.809998,23042000,118.809998
2016-04-01,113.75,120.790001,106.309998,117.580002,37079900,117.580002
2016-03-01,107.830002,116.989998,104.400002,114.099998,24666600,114.099998
2016-02-01,112.269997,117.589996,96.82,106.919998,45346500,106.919998
2016-01-04,101.949997,112.839996,89.370003,112.209999,45013200,112.209999
2015-12-01,104.830002,107.919998,101.459999,104.660004,20839500,104.660004
2015-11-02,101.720001,110.650002,100.470001,104.239998,28380800,104.239998
2015-10-01,90.050003,105.120003,88.360001,101.970001,27495200,101.970001
2015-09-01,86.849998,96.489998,85.720001,89.900002,31979400,89.900002
2015-08-03,93.529999,98.739998,72.00,89.43,35363800,89.43
2015-07-01,86.769997,99.239998,85.230003,94.010002,38051200,94.010002
2015-06-01,79.300003,89.400002,78.660004,85.769997,25480700,85.769997
2015-05-01,79.239998,81.849998,76.790001,79.190002,21900200,79.190002
2015-04-01,82.50,85.589996,78.32,78.769997,27196300,78.769997
2015-03-02,79.00,86.07,77.260002,82.220001,27049200,82.220001
