Date,Open,High,Low,Close,Volume,Adj Close
2017-02-01,78.910004,83.129997,77.449997,81.349998,5206300,81.349998
2017-01-03,69.290001,80.00,69.00,79.099998,5246300,79.099998
2016-12-01,72.139999,72.269997,66.43,68.459999,5889200,68.459999
2016-11-01,75.989998,80.370003,72.00,72.00,7788600,72.00
2016-10-03,71.150002,76.160004,66.769997,75.160004,10926500,75.160004
2016-09-01,75.449997,76.550003,69.809998,71.330002,8353800,71.330002
2016-08-01,81.779999,81.800003,75.870003,79.419998,5123700,79.419998
2016-07-01,79.589996,83.089996,77.730003,81.800003,3144100,81.800003
2016-06-01,82.07,83.849998,75.510002,79.410004,4040600,79.410004
2016-05-02,76.300003,84.480003,73.169998,83.709999,4586300,83.709999
2016-04-01,73.379997,77.82,73.110001,75.800003,2930400,75.800003
2016-03-01,68.120003,74.660004,67.50,73.830002,4147300,73.830002
2016-02-01,67.589996,70.839996,52.599998,67.75,9867800,67.75
2016-01-04,77.139999,77.970001,65.269997,68.059998,5447000,68.059998
2015-12-01,80.349998,82.139999,75.849998,78.400002,3255100,78.400002
2015-11-02,77.709999,82.900002,73.940002,79.690002,4066100,79.690002
2015-10-01,69.160004,79.379997,68.68,77.709999,3686600,77.709999
2015-09-01,67.860001,73.620003,66.260002,69.43,4032000,69.43
2015-08-03,73.57,74.139999,64.160004,69.360001,4717100,69.360001
2015-07-01,70.580002,74.519997,68.330002,73.300003,2960700,73.300003
2015-06-01,72.790001,76.209999,69.110001,69.629997,3485500,69.629997
2015-05-01,73.370003,76.18,69.290001,72.75,7057100,72.75
2015-04-01,66.510002,78.459999,65.419998,72.82,5507200,72.82
2015-03-02,67.379997,69.889999,63.650002,66.809998,4725000,66.809998
