Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01,167.550003,171.399994,135.352005,149.573502,149.573502,1524654000
2022-02-01,150.000000,163.834503,138.332993,153.563004,153.563004,1689604000
2022-03-01,152.732498,170.831497,133.572495,162.997498,162.997498,1628486000
2022-04-01,164.149506,168.394501,121.625000,124.281502,124.281502,1465008000
2022-05-01,122.401001,126.220497,101.260002,120.209503,120.209503,2258476000
2022-06-01,122.255997,128.990005,101.430000,106.209999,106.209999,1767601100
2022-07-01,106.290001,137.649994,105.849998,134.949997,134.949997,1337852600
2022-08-01,134.960007,146.570007,126.739998,126.769997,126.769997,1170449000
2022-09-01,126.000000,136.490005,112.059998,113.000000,113.000000,1210487600
2022-10-01,113.580002,123.000000,97.660004,102.440002,102.440002,1459311500
2022-11-01,103.989998,104.580002,85.870003,96.540001,96.540001,2035133200
2022-12-01,96.989998,97.230003,81.690002,84.000000,84.000000,1549193300
2023-01-01,85.459999,103.489998,81.430000,103.129997,103.129997,1523798600
2023-02-01,102.529999,114.000000,92.320000,94.230003,94.230003,1364102000
2023-03-01,93.870003,103.489998,88.120003,103.290001,103.290001,1349240300
2023-04-01,102.300003,110.860001,97.709999,105.449997,105.449997,1224083600
2023-05-01,104.949997,122.919998,101.150002,120.580002,120.580002,1432891600
2023-06-01,120.690002,131.490005,119.930000,130.360001,130.360001,1242648800
2023-07-01,130.820007,136.649994,125.919998,133.679993,133.679993,1058754800
2023-08-01,133.550003,143.630005,126.410004,138.009995,138.009995,1210426200
2023-09-01,139.460007,145.860001,123.040001,127.120003,127.120003,1120271900
2023-10-01,127.279999,134.479996,118.349998,133.089996,133.089996,1224564700
2023-11-01,133.960007,149.259995,133.710007,146.089996,146.089996,1025986900
2023-12-01,146.000000,155.630005,142.809998,151.940002,151.940002,931128600
2024-01-01,151.539993,161.729996,144.050003,155.199997,155.199997,953344900
2024-02-01,155.869995,177.220001,155.619995,176.759995,176.759995,1045061200
2024-03-01,176.750000,180.139999,171.470001,175.389999,175.389999,275623300
2024-03-12,173.500000,176.750000,171.979996,175.389999,175.389999,34908647
