Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01,165.296997,175.899994,134.373993,153.970001,153.970001,114611000
2022-02-01,155.350006,191.729996,141.179993,151.490005,151.490005,146576100
2022-03-01,150.529999,178.880005,131.500000,171.759995,171.759995,125618800
2022-04-01,173.059998,179.089996,150.440002,153.210007,153.210007,83845100
2022-05-01,153.210007,158.740005,103.740997,120.870003,120.870003,206019600
2022-06-01,121.050003,125.510002,86.709999,89.080002,89.080002,169925500
2022-07-01,89.089996,111.160004,86.750000,110.980003,110.980003,115452600
2022-08-01,110.000000,127.089996,107.480003,113.120003,113.120003,149006200
2022-09-01,111.099998,129.380005,99.709999,105.040001,105.040001,123825400
2022-10-01,105.489998,120.709999,102.180000,106.910004,106.910004,105816400
2022-11-01,110.964996,113.099998,91.272003,102.139999,102.139999,159628600
2022-12-01,101.489998,102.760002,81.910004,85.500000,85.500000,117912700
2023-01-01,87.385002,117.120003,84.300003,111.110001,111.110001,105781800
2023-02-01,111.110001,144.630005,106.538002,123.279999,123.279999,163746700
2023-03-01,122.375000,130.850006,111.510002,124.400002,124.400002,111123700
2023-04-01,123.000000,123.089996,107.660004,119.669998,119.669998,97176800
2023-05-01,119.260002,128.960007,103.550003,109.769997,109.769997,187423900
2023-06-01,109.839996,131.880005,109.110001,128.160004,128.160004,120906800
2023-07-01,129.279999,154.949997,126.059998,152.190002,152.190002,104506800
2023-08-01,149.619995,150.419998,123.379997,131.550003,131.550003,108435600
2023-09-01,133.699997,151.154999,130.800003,137.210007,137.210007,208374300
2023-10-01,136.550003,138.000000,113.235001,118.290001,118.290001,108396800
2023-11-01,118.250000,131.619995,114.099998,126.339996,126.339996,124275600
2023-12-01,125.500000,149.919998,125.400002,136.139999,136.139999,104190500
2024-01-01,134.429993,153.380005,130.820007,144.139999,144.139999,90392700
2024-02-01,144.800003,160.000000,141.240005,157.470001,157.470001,124280100
2024-03-01,157.229996,168.190002,156.139999,166.669998,166.669998,34658200
2024-03-12,163.000000,167.000000,162.729996,166.669998,166.669998,3941655
