Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01,66.449997,67.489998,55.910000,60.070000,57.302361,132032100
2022-02-01,59.910000,60.660000,49.529999,54.590000,52.074844,140357100
2022-03-01,54.560001,60.389999,50.000000,57.259998,54.621819,191720100
2022-04-01,57.869999,58.369999,51.520000,51.919998,49.733093,100862000
2022-05-01,51.970001,54.490002,43.279999,48.669998,46.619991,185445000
2022-06-01,49.080002,49.080002,40.520000,41.669998,40.095512,162136800
2022-07-01,41.939999,49.730000,41.220001,48.630001,46.792542,97879700
2022-08-01,47.849998,50.820000,43.900002,44.130001,42.462566,114995100
2022-09-01,43.990002,45.849998,36.759998,36.810001,35.595325,121274400
2022-10-01,36.939999,40.630001,35.919998,39.840000,38.525341,133932100
2022-11-01,40.520000,47.130001,38.009998,45.439999,43.940544,128469100
2022-12-01,45.360001,46.090000,39.480000,41.470001,40.304134,112023200
2023-01-01,42.080002,49.889999,41.540001,49.500000,48.108383,89423000
2023-02-01,49.259998,52.230000,43.709999,45.900002,44.609592,95454900
2023-03-01,45.680000,46.270000,40.130001,44.369999,43.122601,118451300
2023-04-01,44.150002,46.669998,42.490002,46.430000,45.381020,88021200
2023-05-01,46.020000,46.380001,42.009998,42.540001,41.578903,99430900
2023-06-01,42.799999,46.540001,42.529999,44.689999,43.932121,103529300
2023-07-01,44.660000,49.480000,43.299999,44.509998,43.755173,125855200
2023-08-01,44.150002,45.340000,42.230000,44.779999,44.020592,104401600
2023-09-01,45.209999,45.540001,42.410000,44.090000,43.585793,106480900
2023-10-01,43.910000,44.040001,37.930000,39.230000,38.781368,107359500
2023-11-01,39.139999,41.860001,37.169998,41.009998,40.541012,164004100
2023-12-01,40.990002,44.270000,40.599998,43.619999,43.388069,143449600
2024-01-01,43.259998,44.200001,40.160000,41.070000,40.851627,112705600
2024-02-01,41.400002,48.349998,40.740002,47.279999,47.028610,151952100
2024-03-01,47.200001,51.950001,47.060001,50.910000,50.639309,74778100
2024-03-12,51.730000,51.900002,50.680000,50.910000,50.910000,7855833
